year,month,day,period,1
2023,2,5,19,286.087
2023,2,5,20,290.864
2023,2,5,21,284.712
2023,2,5,22,272.321
2023,2,5,23,252.457
2023,2,5,24,231.702
2023,2,6,1,221.515
2023,2,6,2,212.531
2023,2,6,3,206.43
2023,2,6,4,203.668
2023,2,6,5,202.322
2023,2,6,6,206.897
2023,2,6,7,218.393
2023,2,6,8,229.343
2023,2,6,9,248.31
2023,2,6,10,261.31
2023,2,6,11,269.291
2023,2,6,12,272.925
2023,2,6,13,275.548
2023,2,6,14,276.31
2023,2,6,15,275.837
2023,2,6,16,277.345
2023,2,6,17,279.175
2023,2,6,18,280.536
2023,2,6,19,299.103
2023,2,6,20,304.734
2023,2,6,21,297.094
2023,2,6,22,282.222
2023,2,6,23,260.347
2023,2,6,24,237.021
2023,2,7,1,220.463
2023,2,7,2,212.16
2023,2,7,3,206.489
2023,2,7,4,204.474
2023,2,7,5,206.057
2023,2,7,6,215.393
2023,2,7,7,233.402
2023,2,7,8,248.556
2023,2,7,9,263.29
2023,2,7,10,272.076
2023,2,7,11,277.47
2023,2,7,12,281.553
2023,2,7,13,281.611
2023,2,7,14,281.935
2023,2,7,15,285.29
2023,2,7,16,286.38
2023,2,7,17,287.788
2023,2,7,18,290.152
2023,2,7,19,307.452
2023,2,7,20,310.769
2023,2,7,21,302.662
2023,2,7,22,287.033
2023,2,7,23,264.083
2023,2,7,24,239.747
2023,2,8,1,231.157
2023,2,8,2,221.981
2023,2,8,3,215.508
2023,2,8,4,212.54
2023,2,8,5,214.002
2023,2,8,6,223.48
2023,2,8,7,243.16
2023,2,8,8,256.803
2023,2,8,9,271.282
2023,2,8,10,281.434
2023,2,8,11,286.832
2023,2,8,12,287.818
2023,2,8,13,287.473
2023,2,8,14,288.187
2023,2,8,15,292.546
2023,2,8,16,295.87
2023,2,8,17,297.461
2023,2,8,18,300.36
2023,2,8,19,315.225
2023,2,8,20,317.694
2023,2,8,21,308.655
2023,2,8,22,293.938
2023,2,8,23,270.351
2023,2,8,24,246.308
2023,2,9,1,234.186
2023,2,9,2,225.015
2023,2,9,3,218.623
2023,2,9,4,215.71
2023,2,9,5,216.959
2023,2,9,6,228.96
2023,2,9,7,250.51
2023,2,9,8,261.547
2023,2,9,9,271.615
2023,2,9,10,275.517
2023,2,9,11,282.14
2023,2,9,12,286.519
2023,2,9,13,286.845
2023,2,9,14,286.987
2023,2,9,15,290.906
2023,2,9,16,294.005
2023,2,9,17,298.388
2023,2,9,18,303.095
2023,2,9,19,320.32
2023,2,9,20,324.071
2023,2,9,21,314.992
