Month	Day	Period	Val
4	29	17	86.65
4	29	18	92.1
4	29	19	84.2
4	29	20	64.03
4	29	21	60.76
4	29	22	58.04
4	29	23	40.87
4	29	24	64.58
4	30	1	68.39
4	30	2	75.2
4	30	3	65.67
4	30	4	49.59
4	30	5	28.34
4	30	6	17.44
4	30	7	31.06
4	30	8	49.86
4	30	9	37.87
4	30	10	36.24
4	30	11	41.14
4	30	12	67.57
4	30	13	53.41
4	30	14	41.69
4	30	15	14.44
4	30	16	6.81
4	30	17	0
4	30	18	0
4	30	19	1.09
4	30	20	2.18
4	30	21	9.54
4	30	22	20.44
4	30	23	40.6
4	30	24	50.95
5	1	1	50.95
5	1	2	56.68
5	1	3	62.13
5	1	4	36.51
5	1	5	34.06
5	1	6	55.31
5	1	7	63.22
5	1	8	67.3
5	1	9	49.86
5	1	10	56.68
5	1	11	59.67
5	1	12	84.74
5	1	13	67.57
5	1	14	63.22
5	1	15	53.13
5	1	16	56.13
5	1	17	68.12
5	1	18	52.04
5	1	19	68.94
5	1	20	62.94
5	1	21	62.94
5	1	22	88.56
5	1	23	41.69
5	1	24	83.11
5	2	1	79.56
5	2	2	62.67
5	2	3	51.77
5	2	4	41.96
5	2	5	40.33
5	2	6	55.31
5	2	7	62.13
5	2	8	71.12
5	2	9	84.47
5	2	10	95.91
5	2	11	89.1
5	2	12	85.56
5	2	13	79.56
5	2	14	70.03
5	2	15	65.67
5	2	16	59.95
5	2	17	64.58
5	2	18	50.41
5	2	19	47.41
5	2	20	28.34
5	2	21	8.45
5	2	22	26.43
5	2	23	15.26
5	2	24	42.51
5	3	1	58.86
5	3	2	97
5	3	3	77.38
5	3	4	45.5
5	3	5	59.13
5	3	6	37.6
5	3	7	40.87
5	3	8	32.15
5	3	9	24.52
5	3	10	31.61
5	3	11	18.8
5	3	12	12.81
5	3	13	3.54
5	3	14	0
5	3	15	0.54
5	3	16	8.99
5	3	17	1.91
5	3	18	4.9
5	3	19	11.17
5	3	20	18.8
5	3	21	23.43
5	3	22	29.16
5	3	23	34.33
5	3	24	27.79
5	4	1	19.07
5	4	2	13.9
5	4	3	24.25
5	4	4	21.25
5	4	5	16.08
5	4	6	21.53
5	4	7	12.26
5	4	8	14.17
5	4	9	18.53
5	4	10	32.97
5	4	11	26.16
5	4	12	35.69
5	4	13	41.14
5	4	14	40.6
5	4	15	62.13
5	4	16	56.68
5	4	17	48.5
5	4	18	57.49
5	4	19	59.13
5	4	20	78.2
5	4	21	90.19
5	4	22	54.77
5	4	23	90.74
5	4	24	87.19
5	5	1	89.37
5	5	2	91.55
5	5	3	79.29
5	5	4	71.66
5	5	5	53.13
5	5	6	43.32
5	5	7	22.62
5	5	8	23.16
5	5	9	62.13
5	5	10	72.48
5	5	11	59.13
5	5	12	32.7
5	5	13	33.79
5	5	14	0.27
5	5	15	15.53
5	5	16	24.25
5	5	17	25.61
5	5	18	30.25
5	5	19	37.33
5	5	20	45.5
5	5	21	43.32
5	5	22	43.87
5	5	23	36.51
5	5	24	25.61
5	6	1	19.62
5	6	2	27.52
5	6	3	36.24
5	6	4	61.85
5	6	5	47.41
5	6	6	12.26
5	6	7	0
5	6	8	5.99
5	6	9	1.36
5	6	10	1.36
5	6	11	6.54
5	6	12	11.72
5	6	13	19.07
5	6	14	22.62
5	6	15	25.89
5	6	16	34.6
5	6	17	12.53
5	6	18	26.98
5	6	19	7.08
5	6	20	32.43
5	6	21	22.62
5	6	22	30.79
5	6	23	52.04
5	6	24	70.03
5	7	1	39.51
5	7	2	46.59
5	7	3	22.34
5	7	4	23.16
5	7	5	19.62
5	7	6	16.08
5	7	7	9.81
5	7	8	15.53
5	7	9	22.89
5	7	10	3
5	7	11	28.61
5	7	12	22.07
5	7	13	24.8
5	7	14	28.61
5	7	15	39.24
5	7	16	46.32
5	7	17	51.5
5	7	18	41.69
5	7	19	45.5
5	7	20	32.7
5	7	21	41.14
5	7	22	85.01
5	7	23	83.92
5	7	24	82.56
5	8	1	68.66
5	8	2	57.22
5	8	3	77.93
5	8	4	81.2
5	8	5	82.29
5	8	6	59.67
5	8	7	79.02
5	8	8	65.94
5	8	9	71.39
5	8	10	61.85
5	8	11	52.04
5	8	12	41.14
5	8	13	21.8
5	8	14	14.17
5	8	15	23.98
5	8	16	48.23
5	8	17	73.3
5	8	18	81.47
5	8	19	76.02
5	8	20	69.75
5	8	21	56.68
5	8	22	61.31
5	8	23	57.77
5	8	24	69.48
5	9	1	84.2
5	9	2	83.65
5	9	3	75.2
5	9	4	72.21
5	9	5	71.12
5	9	6	72.21
5	9	7	63.22
5	9	8	55.59
5	9	9	48.77
5	9	10	45.78
5	9	11	39.51
5	9	12	59.4
5	9	13	78.47
5	9	14	71.39
5	9	15	67.3
5	9	16	66.21
5	9	17	75.75
5	9	18	73.57
5	9	19	61.31
5	9	20	56.95
5	9	21	64.85
5	9	22	51.77
5	9	23	59.13
5	9	24	68.66
5	10	1	73.02
5	10	2	77.38
5	10	3	80.38
5	10	4	71.66
5	10	5	71.39
5	10	6	69.75
5	10	7	65.67
5	10	8	44.96
5	10	9	56.13
5	10	10	56.95
5	10	11	58.86
5	10	12	59.4
5	10	13	54.5
5	10	14	31.61
5	10	15	50.68
5	10	16	46.05
5	10	17	38.69
5	10	18	70.84
5	10	19	83.38
5	10	20	70.57
5	10	21	70.03
5	10	22	94.82
5	10	23	86.1
5	10	24	47.96
5	11	1	80.38
5	11	2	31.34
5	11	3	18.26
5	11	4	13.08
5	11	5	10.08
5	11	6	13.9
5	11	7	36.24
5	11	8	19.35
5	11	9	28.07
5	11	10	45.23
5	11	11	46.87
5	11	12	55.86
5	11	13	59.13
5	11	14	80.93
5	11	15	80.38
5	11	16	82.29
5	11	17	89.65
5	11	18	77.93
5	11	19	77.11
5	11	20	68.94
5	11	21	73.84
5	11	22	77.11
5	11	23	93.19
5	11	24	92.37
5	12	1	88.56
5	12	2	87.19
5	12	3	82.56
5	12	4	79.84
5	12	5	73.84
5	12	6	68.39
5	12	7	70.57
5	12	8	47.41
5	12	9	48.77
5	12	10	67.85
5	12	11	79.02
5	12	12	81.47
5	12	13	79.02
5	12	14	74.39
5	12	15	63.49
5	12	16	49.32
5	12	17	20.16
5	12	18	44.69
5	12	19	49.86
5	12	20	43.32
5	12	21	57.49
5	12	22	64.85
5	12	23	86.92
5	12	24	98.37
5	13	1	81.74
5	13	2	85.83
5	13	3	79.56
5	13	4	74.11
5	13	5	61.04
5	13	6	37.33
5	13	7	67.3
5	13	8	61.85
5	13	9	37.87
5	13	10	40.87
5	13	11	29.7
5	13	12	17.44
5	13	13	13.08
5	13	14	0.82
5	13	15	3.27
5	13	16	0.27
5	13	17	0.54
5	13	18	5.45
5	13	19	8.17
5	13	20	18.8
5	13	21	34.33
5	13	22	51.77
5	13	23	24.8
5	13	24	8.45
5	14	1	22.89
5	14	2	56.68
5	14	3	62.94
5	14	4	73.3
5	14	5	48.77
5	14	6	53.41
5	14	7	66.49
5	14	8	27.79
5	14	9	25.89
5	14	10	46.32
5	14	11	13.9
5	14	12	25.07
5	14	13	16.08
5	14	14	0
5	14	15	0.54
5	14	16	1.36
5	14	17	4.36
5	14	18	3.54
5	14	19	5.99
5	14	20	4.63
5	14	21	20.44
5	14	22	95.64
5	14	23	99.46
5	14	24	97.55
5	15	1	80.11
5	15	2	84.2
5	15	3	76.02
5	15	4	82.02
5	15	5	78.75
5	15	6	77.93
5	15	7	71.39
5	15	8	72.48
5	15	9	78.2
5	15	10	69.21
5	15	11	78.47
5	15	12	64.31
5	15	13	67.85
5	15	14	63.76
5	15	15	50.95
5	15	16	50.41
5	15	17	31.61
5	15	18	35.42
5	15	19	34.88
5	15	20	53.95
5	15	21	87.19
5	15	22	92.37
5	15	23	75.75
5	15	24	62.13
5	16	1	52.32
5	16	2	61.31
5	16	3	33.51
5	16	4	11.72
5	16	5	3.27
5	16	6	18.26
5	16	7	54.77
5	16	8	31.06
5	16	9	11.99
5	16	10	13.08
5	16	11	15.53
5	16	12	4.36
5	16	13	8.17
5	16	14	7.36
5	16	15	8.45
5	16	16	11.17
5	16	17	15.53
5	16	18	21.25
5	16	19	25.89
5	16	20	53.41
5	16	21	51.5
5	16	22	77.66
5	16	23	61.58
5	16	24	52.59
5	17	1	31.06
5	17	2	43.05
5	17	3	72.75
5	17	4	74.66
5	17	5	72.75
5	17	6	67.3
5	17	7	58.31
5	17	8	76.57
5	17	9	86.92
5	17	10	57.49
5	17	11	95.64
5	17	12	97
5	17	13	88.01
5	17	14	89.65
5	17	15	50.95
5	17	16	91.01
5	17	17	91.01
5	17	18	89.92
5	17	19	91.01
5	17	20	89.92
5	17	21	89.65
5	17	22	90.46
5	17	23	88.56
5	17	24	82.56
5	18	1	89.92
5	18	2	87.19
5	18	3	91.55
5	18	4	89.37
5	18	5	83.38
5	18	6	87.74
5	18	7	90.19
5	18	8	88.01
5	18	9	86.38
5	18	10	70.57
5	18	11	71.93
5	18	12	58.04
5	18	13	47.96
5	18	14	43.32
5	18	15	34.6
5	18	16	43.05
5	18	17	12.53
5	18	18	15.26
5	18	19	7.63
5	18	20	13.62
5	18	21	11.44
5	18	22	11.17
5	18	23	13.9
5	18	24	14.44
5	19	1	14.44
5	19	2	15.8
5	19	3	43.6
5	19	4	86.1
5	19	5	72.75
5	19	6	62.4
5	19	7	61.58
5	19	8	25.07
5	19	9	7.9
5	19	10	18.53
5	19	11	49.86
5	19	12	46.59
5	19	13	44.41
5	19	14	53.95
5	19	15	57.77
5	19	16	47.14
5	19	17	62.13
5	19	18	84.74
5	19	19	59.95
5	19	20	61.85
5	19	21	47.14
5	19	22	28.61
5	19	23	39.78
5	19	24	88.01
5	20	1	94.01
5	20	2	100
5	20	3	90.19
5	20	4	86.65
5	20	5	81.74
5	20	6	80.11
5	20	7	83.11
5	20	8	82.83
5	20	9	79.56
5	20	10	76.02
5	20	11	66.21
5	20	12	28.61
5	20	13	17.98
5	20	14	1.63
5	20	15	11.99
5	20	16	18.53
5	20	17	33.24
5	20	18	55.86
5	20	19	55.04
5	20	20	47.14
5	20	21	36.78
5	20	22	50.41
5	20	23	32.15
5	20	24	2.45
5	21	1	8.45
5	21	2	14.71
5	21	3	29.97
5	21	4	23.16
5	21	5	34.6
5	21	6	48.23
5	21	7	54.77
5	21	8	73.02
5	21	9	79.56
5	21	10	66.49
5	21	11	62.13
5	21	12	69.21
5	21	13	59.4
5	21	14	57.22
5	21	15	49.86
5	21	16	42.51
5	21	17	38.69
5	21	18	39.24
5	21	19	41.42
5	21	20	47.14
5	21	21	54.22
5	21	22	60.76
5	21	23	67.57
5	21	24	62.94
5	22	1	64.31
5	22	2	70.84
5	22	3	75.48
5	22	4	67.03
5	22	5	70.3
5	22	6	66.49
5	22	7	54.5
5	22	8	52.04
5	22	9	51.23
5	22	10	43.05
5	22	11	38.42
5	22	12	25.61
5	22	13	25.89
5	22	14	8.72
5	22	15	9.81
5	22	16	7.63
5	22	17	6.81
5	22	18	10.08
5	22	19	8.45
5	22	20	11.72
5	22	21	17.98
5	22	22	30.79
5	22	23	31.06
5	22	24	33.79
5	23	1	33.79
5	23	2	39.24
5	23	3	37.6
5	23	4	37.33
5	23	5	34.6
5	23	6	31.06
5	23	7	30.52
5	23	8	20.98
5	23	9	34.6
5	23	10	25.89
5	23	11	31.61
5	23	12	26.43
5	23	13	15.8
5	23	14	29.16
5	23	15	23.71
5	23	16	14.99
5	23	17	17.17
5	23	18	13.9
5	23	19	59.67
5	23	20	44.69
5	23	21	78.47
5	23	22	65.4
5	23	23	33.24
5	23	24	35.69
5	24	1	44.96
5	24	2	36.51
5	24	3	39.51
5	24	4	13.9
5	24	5	3.27
5	24	6	43.05
5	24	7	4.9
5	24	8	12.81
5	24	9	38.69
5	24	10	22.34
5	24	11	2.72
5	24	12	4.36
5	24	13	6.54
5	24	14	7.36
5	24	15	8.99
5	24	16	5.18
5	24	17	10.35
5	24	18	11.44
5	24	19	18.8
5	24	20	22.62
5	24	21	43.87
5	24	22	91.55
5	24	23	51.77
5	24	24	55.59
5	25	1	13.08
5	25	2	45.23
5	25	3	60.76
5	25	4	42.51
5	25	5	35.97
5	25	6	42.23
5	25	7	41.14
5	25	8	52.32
5	25	9	64.85
5	25	10	60.22
5	25	11	60.49
5	25	12	52.04
5	25	13	59.4
5	25	14	58.86
5	25	15	61.58
5	25	16	61.04
5	25	17	73.3
5	25	18	61.85
5	25	19	59.13
5	25	20	53.13
5	25	21	36.51
5	25	22	19.07
5	25	23	4.09
5	25	24	8.45
5	26	1	21.53
5	26	2	19.62
5	26	3	24.52
5	26	4	29.16
5	26	5	41.69
5	26	6	72.75
5	26	7	60.49
5	26	8	60.76
5	26	9	68.94
5	26	10	64.31
5	26	11	35.15
5	26	12	7.9
5	26	13	7.08
5	26	14	5.99
5	26	15	3.54
5	26	16	2.72
5	26	17	3.54
5	26	18	3
5	26	19	1.91
5	26	20	1.63
5	26	21	4.9
5	26	22	16.08
5	26	23	10.08
5	26	24	27.25
5	27	1	35.15
5	27	2	71.66
5	27	3	70.57
5	27	4	62.94
5	27	5	67.85
5	27	6	61.85
5	27	7	56.4
5	27	8	45.5
5	27	9	28.88
5	27	10	34.6
5	27	11	43.6
5	27	12	26.98
5	27	13	47.14
5	27	14	19.62
5	27	15	15.8
5	27	16	16.35
5	27	17	27.52
5	27	18	30.25
5	27	19	49.05
5	27	20	47.96
5	27	21	55.31
5	27	22	70.3
5	27	23	86.92
5	27	24	89.65
5	28	1	87.74
5	28	2	81.2
5	28	3	82.02
5	28	4	81.47
5	28	5	93.46
5	28	6	91.83
5	28	7	87.19
5	28	8	87.74
5	28	9	86.92
5	28	10	94.28
5	28	11	82.83
5	28	12	89.65
5	28	13	86.92
5	28	14	86.65
5	28	15	81.74
5	28	16	80.93
5	28	17	76.02
5	28	18	86.1
5	28	19	82.56
5	28	20	66.21
5	28	21	96.19
5	28	22	58.04
5	28	23	80.65
5	28	24	82.02
5	29	1	82.83
5	29	2	81.74
5	29	3	76.29
5	29	4	87.74
5	29	5	96.19
5	29	6	96.46
5	29	7	94.28
5	29	8	92.37
5	29	9	92.64
5	29	10	90.74
5	29	11	87.74
5	29	12	84.74
5	29	13	86.65
5	29	14	84.74
5	29	15	85.29
5	29	16	75.48
5	29	17	92.37
5	29	18	94.55
5	29	19	92.1
5	29	20	92.92
5	29	21	82.56
5	29	22	83.11
5	29	23	85.83
5	29	24	89.65
5	30	1	88.83
5	30	2	88.28
5	30	3	86.92
5	30	4	83.38
5	30	5	83.65
5	30	6	85.83
5	30	7	86.92
5	30	8	87.19
5	30	9	87.74
5	30	10	83.92
5	30	11	75.75
5	30	12	64.58
5	30	13	57.22
5	30	14	41.69
5	30	15	32.43
5	30	16	34.33
5	30	17	38.15
5	30	18	66.21
5	30	19	84.47
5	30	20	91.83
5	30	21	88.28
5	30	22	91.55
5	30	23	92.92
5	30	24	94.55
5	31	1	94.55
5	31	2	94.01
5	31	3	91.01
5	31	4	88.28
5	31	5	85.29
5	31	6	78.2
5	31	7	47.68
5	31	8	60.49
5	31	9	82.29
5	31	10	84.47
5	31	11	74.93
5	31	12	64.31
5	31	13	54.77
5	31	14	51.23
5	31	15	44.69
5	31	16	41.14
5	31	17	48.77
5	31	18	54.5
5	31	19	52.04
5	31	20	48.77
5	31	21	71.39
5	31	22	61.85
5	31	23	62.67
5	31	24	74.11
6	1	1	67.85
6	1	2	66.76
6	1	3	25.89
6	1	4	18.8
6	1	5	33.24
6	1	6	47.96
6	1	7	40.87
6	1	8	40.87
6	1	9	50.41
6	1	10	51.5
6	1	11	41.42
6	1	12	32.7
6	1	13	28.07
6	1	14	19.89
6	1	15	11.72
6	1	16	11.17
6	1	17	13.08
6	1	18	14.17
6	1	19	33.24
6	1	20	60.49
6	1	21	40.05
6	1	22	78.75
6	1	23	38.69
6	1	24	46.05
6	2	1	10.35
6	2	2	21.25
6	2	3	34.88
6	2	4	54.22
6	2	5	43.6
6	2	6	14.99
6	2	7	32.43
6	2	8	10.35
6	2	9	15.8
6	2	10	11.17
6	2	11	7.36
6	2	12	4.09
6	2	13	7.63
6	2	14	11.44
6	2	15	6.27
6	2	16	3.27
6	2	17	3
6	2	18	6.27
6	2	19	3.54
6	2	20	4.36
6	2	21	8.45
6	2	22	18.26
6	2	23	49.05
6	2	24	27.79
6	3	1	31.88
6	3	2	34.06
6	3	3	43.87
6	3	4	39.24
6	3	5	34.06
6	3	6	49.32
6	3	7	51.77
6	3	8	23.43
6	3	9	17.44
6	3	10	64.85
6	3	11	36.24
6	3	12	53.68
6	3	13	1.36
6	3	14	16.08
6	3	15	25.34
6	3	16	21.8
6	3	17	7.36
6	3	18	11.17
6	3	19	12.26
6	3	20	13.08
6	3	21	30.52
6	3	22	46.87
6	3	23	36.51
6	3	24	24.8
6	4	1	52.04
6	4	2	37.06
6	4	3	33.79
6	4	4	17.44
6	4	5	20.44
6	4	6	0.27
6	4	7	22.62
6	4	8	52.32
6	4	9	18.8
6	4	10	0.54
6	4	11	3.54
6	4	12	8.17
6	4	13	19.35
6	4	14	13.9
6	4	15	7.63
6	4	16	8.45
6	4	17	10.9
6	4	18	19.07
6	4	19	29.43
6	4	20	26.16
6	4	21	33.79
6	4	22	47.96
6	4	23	41.96
6	4	24	49.59
6	5	1	88.56
6	5	2	77.38
6	5	3	85.29
6	5	4	77.93
6	5	5	73.84
6	5	6	55.59
6	5	7	47.96
6	5	8	81.47
6	5	9	86.92
6	5	10	80.38
6	5	11	70.3
6	5	12	55.86
6	5	13	23.71
6	5	14	22.89
6	5	15	19.35
6	5	16	31.88
6	5	17	33.24
6	5	18	25.61
6	5	19	23.16
6	5	20	18.8
6	5	21	22.07
6	5	22	40.05
6	5	23	51.5
6	5	24	49.05
6	6	1	58.31
6	6	2	63.76
6	6	3	77.11
6	6	4	93.73
6	6	5	91.55
6	6	6	93.46
6	6	7	91.01
6	6	8	88.83
6	6	9	85.83
6	6	10	80.65
6	6	11	65.4
6	6	12	46.59
6	6	13	25.61
6	6	14	11.44
6	6	15	0.27
6	6	16	2.72
6	6	17	15.8
6	6	18	14.99
6	6	19	7.63
6	6	20	5.45
6	6	21	15.8
6	6	22	26.98
6	6	23	26.98
6	6	24	34.06
6	7	1	24.8
6	7	2	26.43
6	7	3	10.9
6	7	4	0
6	7	5	0
6	7	6	15.26
6	7	7	22.62
6	7	8	1.91
6	7	9	4.36
6	7	10	0
6	7	11	0
6	7	12	9.81
6	7	13	6.54
6	7	14	4.9
6	7	15	4.36
6	7	16	8.72
6	7	17	4.09
6	7	18	6.81
6	7	19	8.45
6	7	20	14.17
6	7	21	25.07
6	7	22	35.97
6	7	23	53.41
6	7	24	32.43
6	8	1	23.71
6	8	2	21.53
6	8	3	7.08
6	8	4	1.91
6	8	5	6.27
6	8	6	13.08
6	8	7	11.99
6	8	8	12.81
6	8	9	20.16
6	8	10	36.78
6	8	11	20.98
6	8	12	41.14
6	8	13	100
6	8	14	80.11
6	8	15	53.95
6	8	16	41.42
6	8	17	47.96
6	8	18	44.41
6	8	19	42.23
6	8	20	40.33
6	8	21	43.6
6	8	22	39.24
6	8	23	26.43
6	8	24	27.25
6	9	1	23.16
6	9	2	26.98
6	9	3	18.53
6	9	4	14.99
6	9	5	15.53
6	9	6	12.26
6	9	7	13.35
6	9	8	12.26
6	9	9	18.8
6	9	10	16.08
6	9	11	9.54
6	9	12	3
6	9	13	5.99
6	9	14	2.18
6	9	15	3.54
6	9	16	9.26
6	9	17	11.44
6	9	18	16.08
6	9	19	32.15
6	9	20	36.78
6	9	21	48.5
6	9	22	55.31
6	9	23	49.05
6	9	24	65.94
6	10	1	52.59
6	10	2	54.5
6	10	3	37.87
6	10	4	45.5
6	10	5	5.99
6	10	6	30.79
6	10	7	29.7
6	10	8	19.62
6	10	9	24.52
6	10	10	62.4
6	10	11	24.8
6	10	12	43.6
6	10	13	37.87
6	10	14	42.78
6	10	15	16.89
6	10	16	24.8
6	10	17	6.54
6	10	18	15.26
6	10	19	13.35
6	10	20	25.07
6	10	21	23.71
6	10	22	33.51
6	10	23	42.51
6	10	24	62.67
6	11	1	81.2
6	11	2	75.75
6	11	3	66.21
6	11	4	71.12
6	11	5	72.48
6	11	6	77.93
6	11	7	82.56
6	11	8	70.3
6	11	9	56.4
6	11	10	65.12
6	11	11	58.58
6	11	12	57.49
6	11	13	55.04
6	11	14	39.51
6	11	15	47.68
6	11	16	41.69
6	11	17	32.7
6	11	18	41.14
6	11	19	49.59
6	11	20	61.31
6	11	21	57.22
6	11	22	71.39
6	11	23	67.85
6	11	24	77.66
6	12	1	82.02
6	12	2	81.47
6	12	3	82.02
6	12	4	80.65
6	12	5	79.56
6	12	6	79.02
6	12	7	68.94
6	12	8	68.39
6	12	9	73.57
6	12	10	67.03
6	12	11	61.04
6	12	12	52.86
6	12	13	46.59
6	12	14	45.5
6	12	15	0
6	12	16	0
6	12	17	0
6	12	18	0
6	12	19	65.12
6	12	20	64.31
6	12	21	63.22
6	12	22	69.21
6	12	23	77.38
6	12	24	71.93
6	13	1	70.03
6	13	2	57.22
6	13	3	72.75
6	13	4	73.57
6	13	5	68.39
6	13	6	74.39
6	13	7	69.48
6	13	8	64.03
6	13	9	75.48
6	13	10	70.84
6	13	11	71.93
6	13	12	77.38
6	13	13	79.56
6	13	14	79.29
6	13	15	78.2
6	13	16	77.66
6	13	17	78.2
6	13	18	78.75
6	13	19	79.56
6	13	20	80.11
6	13	21	79.29
6	13	22	76.57
6	13	23	76.57
6	13	24	72.48
6	14	1	77.93
6	14	2	80.11
6	14	3	82.83
6	14	4	83.65
6	14	5	82.83
6	14	6	81.74
6	14	7	80.65
6	14	8	82.29
6	14	9	82.83
6	14	10	80.65
6	14	11	70.84
6	14	12	65.4
6	14	13	62.67
6	14	14	54.22
6	14	15	43.6
6	14	16	46.59
6	14	17	47.96
6	14	18	61.85
6	14	19	68.39
6	14	20	75.2
6	14	21	74.93
6	14	22	82.56
6	14	23	79.56
6	14	24	78.47
6	15	1	77.38
6	15	2	81.74
6	15	3	81.47
6	15	4	83.11
6	15	5	83.11
6	15	6	81.47
6	15	7	80.38
6	15	8	82.83
6	15	9	81.74
6	15	10	80.38
6	15	11	80.65
6	15	12	80.11
6	15	13	77.11
6	15	14	71.39
6	15	15	64.85
6	15	16	60.49
6	15	17	63.76
6	15	18	65.67
6	15	19	65.94
6	15	20	67.85
6	15	21	61.58
6	15	22	61.85
6	15	23	67.57
6	15	24	74.93
6	16	1	74.39
6	16	2	74.93
6	16	3	72.75
6	16	4	68.39
6	16	5	62.94
6	16	6	60.76
6	16	7	59.67
6	16	8	49.05
6	16	9	40.05
6	16	10	37.33
6	16	11	33.51
6	16	12	50.14
6	16	13	60.22
6	16	14	57.77
6	16	15	60.49
6	16	16	47.68
6	16	17	56.13
6	16	18	46.32
6	16	19	46.87
6	16	20	46.59
6	16	21	52.59
6	16	22	51.77
6	16	23	59.67
6	16	24	67.85
6	17	1	70.57
6	17	2	72.48
6	17	3	72.75
6	17	4	53.13
6	17	5	50.41
6	17	6	57.49
6	17	7	46.59
6	17	8	40.05
6	17	9	40.05
6	17	10	34.06
6	17	11	13.62
6	17	12	15.26
6	17	13	18.8
6	17	14	14.44
6	17	15	17.98
6	17	16	29.7
6	17	17	39.51
6	17	18	57.22
6	17	19	41.14
6	17	20	56.4
6	17	21	37.87
6	17	22	41.42
6	17	23	41.42
6	17	24	52.86
6	18	1	44.41
6	18	2	56.13
6	18	3	40.87
6	18	4	37.33
6	18	5	45.5
6	18	6	23.71
6	18	7	19.07
6	18	8	16.62
6	18	9	13.08
6	18	10	6.54
6	18	11	0
6	18	12	0.82
6	18	13	15.8
6	18	14	15.8
6	18	15	22.07
6	18	16	23.98
6	18	17	23.43
6	18	18	26.16
6	18	19	29.16
6	18	20	44.69
6	18	21	33.51
6	18	22	68.66
6	18	23	61.31
6	18	24	46.59
6	19	1	42.23
6	19	2	26.98
6	19	3	32.7
6	19	4	35.42
6	19	5	28.61
6	19	6	32.97
6	19	7	22.89
6	19	8	27.52
6	19	9	14.71
6	19	10	15.8
6	19	11	9.54
6	19	12	18.26
6	19	13	37.06
6	19	14	37.87
6	19	15	34.88
6	19	16	43.6
6	19	17	40.33
6	19	18	49.32
6	19	19	58.04
6	19	20	55.04
6	19	21	56.4
6	19	22	55.04
6	19	23	59.67
6	19	24	44.69
6	20	1	61.85
6	20	2	47.14
6	20	3	57.22
6	20	4	71.39
6	20	5	66.76
6	20	6	41.14
6	20	7	54.5
6	20	8	44.41
6	20	9	29.7
6	20	10	35.42
6	20	11	23.98
6	20	12	46.59
6	20	13	58.04
6	20	14	58.86
6	20	15	67.85
6	20	16	45.78
6	20	17	68.94
6	20	18	62.4
6	20	19	56.13
6	20	20	51.5
6	20	21	61.58
6	20	22	27.79
6	20	23	38.96
6	20	24	54.77
6	21	1	79.29
6	21	2	76.57
6	21	3	79.29
6	21	4	61.58
6	21	5	53.68
6	21	6	46.32
6	21	7	57.49
6	21	8	44.69
6	21	9	49.05
6	21	10	52.59
6	21	11	43.6
6	21	12	37.6
6	21	13	26.16
6	21	14	31.34
6	21	15	15.8
6	21	16	16.35
6	21	17	19.62
6	21	18	20.16
6	21	19	28.34
6	21	20	37.33
6	21	21	40.6
6	21	22	39.24
6	21	23	26.98
6	21	24	46.59
6	22	1	45.5
6	22	2	57.77
6	22	3	68.39
6	22	4	61.85
6	22	5	68.66
6	22	6	68.12
6	22	7	50.41
6	22	8	26.43
6	22	9	26.43
6	22	10	32.15
6	22	11	14.17
6	22	12	2.72
6	22	13	0
6	22	14	7.9
6	22	15	11.99
6	22	16	15.26
6	22	17	12.53
6	22	18	19.62
6	22	19	19.62
6	22	20	19.07
6	22	21	9.26
6	22	22	33.24
6	22	23	48.77
6	22	24	50.41
6	23	1	43.05
6	23	2	61.58
6	23	3	53.95
6	23	4	64.85
6	23	5	62.94
6	23	6	46.87
6	23	7	44.69
6	23	8	45.78
6	23	9	32.7
6	23	10	27.52
6	23	11	26.16
6	23	12	16.89
6	23	13	1.09
6	23	14	4.9
6	23	15	8.45
6	23	16	9.54
6	23	17	18.53
6	23	18	13.62
6	23	19	11.44
6	23	20	8.72
6	23	21	12.53
6	23	22	26.16
6	23	23	43.05
6	23	24	59.67
6	24	1	65.94
6	24	2	81.2
6	24	3	81.2
6	24	4	80.65
6	24	5	73.57
6	24	6	74.11
6	24	7	70.03
6	24	8	64.58
6	24	9	64.85
6	24	10	47.14
6	24	11	50.68
6	24	12	39.51
6	24	13	31.34
6	24	14	28.07
6	24	15	31.06
6	24	16	16.89
6	24	17	21.8
6	24	18	20.71
6	24	19	22.62
6	24	20	15.8
6	24	21	21.8
6	24	22	35.69
6	24	23	36.78
6	24	24	67.57
6	25	1	78.2
6	25	2	86.65
6	25	3	58.04
6	25	4	76.57
6	25	5	68.66
6	25	6	68.94
6	25	7	60.22
6	25	8	46.87
6	25	9	40.87
6	25	10	43.6
6	25	11	38.15
6	25	12	24.52
6	25	13	4.63
6	25	14	0
6	25	15	0.27
6	25	16	4.09
6	25	17	7.63
6	25	18	16.89
6	25	19	21.8
6	25	20	26.43
6	25	21	22.07
6	25	22	29.16
6	25	23	41.42
6	25	24	35.69
6	26	1	36.78
6	26	2	51.5
6	26	3	47.68
6	26	4	41.42
6	26	5	49.86
6	26	6	13.9
6	26	7	15.8
6	26	8	10.35
6	26	9	13.9
6	26	10	35.69
6	26	11	44.96
6	26	12	52.59
6	26	13	36.24
6	26	14	44.14
6	26	15	39.51
6	26	16	38.69
6	26	17	36.78
6	26	18	50.68
6	26	19	47.68
6	26	20	46.87
6	26	21	63.76
6	26	22	37.87
6	26	23	34.88
6	26	24	49.59
6	27	1	61.85
6	27	2	69.48
6	27	3	19.35
